id,checked,notes,slug,tecservices_id,organization_name,organization_type,full_address,address,city,state,zip_code,org_phone,hours,website,appointment,internet,wifi,training,pc_use_restrictions,hardware_public,assistive_technology,internet_upload,internet_download,volunteers_used,volunteers_used_how,volunteers_wanted_how,public_wifi_detail,nearest_parking,nearest_parking_detail,public_transportation_detail,time_allowed_per_user,time_allowed_per_user_detail,room_list,handicap_access_detail,friendly_description,agency_leadership_contact,agency_staff_person_contact_email,twitter_handle,training_types,flickr_tag,training_headline,training_description,training_url,october_open_house,location_leadership,location_leadership_email,pcc_staff_person,pcc_staff_person_email,latitude,longitude
175,yes,updated per Lumity site,onward-neighborhood-house-5423-w-diversey-avenue,,Onward Neighborhood House,Community Technology Center,"5423 W. Diversey Avenue Chicago, IL 60639",5423 W. Diversey Avenue,Chicago,IL,60639,773.622.3215,"Morning classes from 9:30 a.m. to 12 p.m., evening classes from 6 pm to 8 p.m. Open access time M-F, 1:00-5:30 pm.",http://www.onwardhouse.org/,2,1,0,1,,18,,,,,,,,,,,,,2nd Floor,Elevator,"With the goal of bridging the digital divide, Onward House's Community Computer Resource Center (CCRC) provides free community access to 
computers and information technology to Belmont Cragin residents of all ages.  Learning opportunities are available to enhance technological aptitude, increase knowledge, gain language proficiency, and increase employability. On the second floor of the building, the CCRC has 18 computers with Windows XP and MS Office 2007; DSL Internet access; Scanners; Laser printers; Multimedia tools.","Mario R. Garcia, Executive Director",mfgarcia@onwardhouse.org,,,pcc-onward-neighborhood-house-175,Digital Literacy Training,"Basic Computer classes mornings and evening hours (touchtyping, mousing, internet, email, intro to MS Office), ESL during the evenings (through Wright College) and Web Design (Photoshop and Dreamweaver - Evenings only)",http://www.onwardhouse.org/pages/programs_services/computer_center.html,,Mauricio Blanco,mblanco@onwardhouse.org,Mauricio Blanco,mblanco@onwardhouse.org,41.6943829,-87.6181552
176,yes,missing location of computers and contact info,oriole-park-library-7454-w-balmoral-avenue,1067,Oriole Park Library,Chicago Public Library,"7454 W. Balmoral Avenue Chicago, IL 60656",7454 W. Balmoral Avenue,Chicago,IL,60656,(312) 744-1965,"M: 12PM-8PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/oriole-park/,0,1,1,1,,,,,,,,,,,,"# 64-Foster/Canfield CTA Bus, # 90-Harlem Ave. CTA Bus, CTA Blue Line Train-Harlem Stop",,,,,The branch began as a bookmobile service in the early 1960's. This branch has computers available for public use.,Ulo Ormiste,uormiste@chipublib.org,,,pcc-oriole-park-176,,,,,,,,,41.93753,-87.665162
178,yes,,phalanx-family-services-1201-w-115th-st,1121,Phalanx Family Services,Youth Career Development Center,"1201 W. 115th St. Chicago, IL 60643",1201 W. 115th St.,Chicago,IL,60643,773-291-1086,M-F: 8:30AM-5PM,http://www.phalanxgrpservices.org/yrccdc.htm#Product_Item_11,2,1,2,2,No food or drinks. No cell phone use. Employment and job skills use only. Illinois WorkNet Social Networking allowed for youth programs.,23,None,7 Mbps,32 Mbps,yes,Assist with clients,,N/A,Free,"Parking lot, 20+, free",CTA bus on 115th and Racine,unlimited,"No time limit, classes blocked off for trainings",,"No push button doors,",,John Mikols,John.Mikols@cityofchicago.org,,,pcc-phalanx-family-services-178,,,,,,,,,41.723749,-87.628359
179,yes,,pilsen-senior-satellite-center-2021-s-morgan-st,1104,Pilsen Senior Satellite Center,Senior Center,"2021 S. Morgan St. Chicago, IL 60608",2021 S. Morgan St.,Chicago,IL,60608,312.743.0493,M-F: 8:30PM-4:30PM,http://www.cityofchicago.org/city/en/depts/fss/provdrs/senior/svcs/satellite_seniorcenters.html,2,2,2,2,Senior who are 55 and older,7,not purchased yet,,2 Mpbs,yes,General senior center duties,,not activated yet,Free,"Along side streets, local and free",CTA,Varies by availability,,,Push button doors,"Chicago Department of Family and Support Services (CDFSS) Regional
and Satellite Senior Centers offer public computer access and digital literacy training. The centers are community focal points where older adults come
together for services and activities that reflect their experience and skills,
respond to their diverse needs and interests, enhance their dignity, supports
their independence, and encourage their involvement in and with the center and
the community.",John Mikols,John.Mikols@cityofchicago.org,,,pcc-pilsen-senior-satellite-179,,,,,Sue Vega,,,,41.7561784,-87.7238989
181,yes,updated per Lumity site,poder-learning-center-1637-s-allport-st,,Poder Learning Center,Community Technology Center,"1637 S. Allport St. Chicago, IL 60608",1637 S. Allport St.,Chicago,IL,60608,(312) 226-2002,M-F: 7:45AM-8:45PM,http://www.poderlc.org/,2,1,0,1,,51 Computers,None,,,Yes,To assist in classroom,Same,N/A,Free,Street Parking & Parking Lot,,As Available,N/A,,,"Poder’s mission is to provide the necessary academic tools to promote human dignity, to increase employment potential, and to facilitate participation in the larger community. Since 1997, Poder has served the educational needs of adult immigrants in the primarily Latino areas of Pilsen/Little Village and Back of the Yards. Poder has computers available for public use as well as computer literacy training.",Daniel Loftus,dloftus@poderlc.org,,,pcc-poder-learning-center-181,Poder offers training in basic computer applications and an A+ certification course,"Can learn Microsoft Word, Access, Excel and Powerpoint.  Students can also learn how to troubleshoot software and hardware.",,,Daniel Loftus,,Javier Solis,Javier Solis,41.9919589,-87.7981044
182,yes,,polish-american-association-6276-w-archer,,Polish American Association,WorkForce Center,"6276 W. Archer Chicago, IL 60638",6276 W. Archer,Chicago,IL,60638,(773) 767-7773,"TU-TH 1PM-8:45PM; SA: 10AM-5:45PM; M, F, SU: Closed",http://www.polish.org/,0,1,0,1,,,,,,,,,,,,,,,,,"The Chicago Workforce Centers provide employment services under the Workforce Investment Act, including access to resource centers and workshops that assist with developing employment related skills. Resource centers are free to the public for conducting job search activities. these centers are equipped with computers, fax machines, printers and telephones to assist job seekers in conducting job searches, researching labor market information or improving job skills. Workshops are also held at the Workforce Centers on a variety of of employment related topics. The Workforce Centers vary in terms of offerings, so for specific information, please contact the workforce center and find out what services are available and when orientation sessions are conducted.",Karin Norington-Reaves,knorington-reaves@cwic.org,,,pcc-polish-american-association-182,,,,,,,,,42.0067662,-87.6733461
183,yes,,portage-park-senior-satellite-center-4100-n-long,1105,Portage Park Senior Satellite Center,Senior Center,"4100 N. Long Chicago, IL 60641",4100 N. Long,Chicago,IL,60641,312-744-9022,M-F: 8:30AM-4:30PM,http://www.cityofchicago.org/city/en/depts/fss/supp_info/satellite_centerinformation.html,1,1,0,1,Seniors who are 55 and older,2,not purchased yet,6.0 Mbps,.75 Mbps,,General senior center duties,,not activated yet,Free,Parking lot,CTA,Varies by availability,lab time during the week,,Doors with push buttons,"Chicago Department of Family and Support Services (CDFSS) Regional
and Satellite Senior Centers offer public computer access and digital literacy training. The centers are community focal points where older adults come
together for services and activities that reflect their experience and skills,
respond to their diverse needs and interests, enhance their dignity, supports
their independence, and encourage their involvement in and with the center and
the community.",John Mikols,John.Mikols@cityofchicago.org,,,pcc-portage-park-senior-183,,,,,Halina Dudek,,,,42.0192679,-87.6703949
184,yes,missing location of computers and contact info,portage-cragin-library-5108-w-belmont-avenue,1068,Portage-Cragin Library,Chicago Public Library,"5108 W. Belmont Avenue Chicago, IL 60641",5108 W. Belmont Avenue,Chicago,IL,60641,(312) 744-0152,"M: 12PM-6PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/portage-cragin/,0,1,1,1,,,,,,,,,,,,"# 77 Belmont CTA Bus, # 54 Cicero Ave. CTA Bus",,,,,"This branch has a reading garden and artwork, an oil on wood, entitled Valley, by Bill Cass. The art was funded through the Percent-for-Art Ordinance administered by the City of Chicago Public Art Program. This branch has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-portage-cragin-184,,,,,,,,,41.8693809,-87.6545135
185,yes,updated per Jonathan,pui-tak-center-2216-s-wentworth-avenue,,Pui Tak Center,Community Technology Center,"2216 S. Wentworth Avenue Chicago, IL 60616",2216 S. Wentworth Avenue,Chicago,IL,60616,(312) 328-1188,M-F: 8:00AM-7PM; SA: 8:00AM-12:30PM,http://www.puitak.org,2,1,0,1,,50+,None,,,,,,N/A,,Street Parking & Parking Lot,,,,,,This Chinatown computer center offers 50+ computers for public use and provides basic computer training for new immigrants.,David Wu,Davidwu@puitak.org,,,pcc-pui-tak-center-185,,"In addition to basic computer classes, the center provides computer-assisted ESL classes using English for All.",http://www.puitak.org/programs/computer,,David Wu,Davidwu@puitak.org,,,41.704555,-87.621149
186,yes,missing location of computers and contact info,pullman-library-11001-s-indiana-avenue,1069,Pullman Library,Chicago Public Library,"11001 S. Indiana Avenue Chicago, IL 60628",11001 S. Indiana Avenue,Chicago,IL,60628,(312) 747-2033,"M: 10AM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/pullman/,0,1,1,1,,,,,,,,,,,,"# 111 Pullman/111th/115th St. CTA Bus, # 34S Michigan Ave. CTA Bus, # 119 Michigan/119th St. CTA Bus",,,,,"The land and building funds were donated to the City of Chicago by the widow of George Mortimer Pullman, railroad tycoon and founder of the town of Pullman. This branch has computers available for public use.",Ulo Ormiste,uromiste@chipublib.org,,,pcc-pullman-186,,,www.terau.com/westpullman,,,,,,41.7993986,-87.6939437
187,yes,,pyramid-partnership-inc-3057-n-lincoln-avenue,1140,Pyramid Partnership Inc.,WorkNet Chicago,"3057 N. Lincoln Avenue Chicago, IL 60657",3057 N. Lincoln Avenue,Chicago,IL,60657,773-975-9898,M-TH: 8:30 AM to 4:30 PM,http://www.pyramid-pci.com/id27.html,2,2,2,2,If you are there for the WIA program phone for an appointment,14,Yes,N/A,N/A,No,No,No,No,Paid,"Paid on main street, free parking along side streets",CTA,unlimited,,,Yes / Main Floor,Great atmosphere and people who care.,Terry moore,Tmoore@pyramid-pci,,,pcc-pyramid-partnership-inc-187,,WIA / Workforce Development & Security Training,,,,,Terry moore,,41.877837,-87.64222
188,yes,No specific info about computer lab on the website; not Lumity,resurrection-lutheran-church-9349-s-wentworth-avenue,,Resurrection Lutheran Church,Community Technology Center,"9349 S. Wentworth Avenue Chicago, IL 60620",9349 S. Wentworth Avenue,Chicago,IL,60620,(773) 928-6312,M-TH: 2PM-6PM,http://resurrectionlutheranschool.com/,0,1,1,1,,,,,,,,,,,,,,,,,,"Kara Kennedy, Janice Vinson","kkennedy@lumity.org, jvinson@lumity.org",,,pcc-resurrection-lutheran-church-188,,,,,,,,,41.7494015,-87.7243075
189,yes,,richard-j-daley-college-7500-s-pulaski-ave,1010,Richard J. Daley College,City Colleges of Chicago,"7500 S. Pulaski Ave. Chicago, IL 60652",7500 S. Pulaski Ave.,Chicago,IL,60652,773-838-7500,Varies— see details,http://www.ccc.edu/colleges/daley/menu/Pages/Computer-Labs.aspx,0,1,1,1,"No unsupervised youth under the age of 16 may access any PCC.  To facilitate use of equipment by youth younger than 16 years of age, supervision must be provided by a parent or guardian who is at least 18 years old and who may consent to various applicable laws, ordinances, policies, procedures, regulations, and rules.  In addition to any and all applicable federal, state, local, municipal and CCC policies, procedures, rules and regulations, all users of CCC information resources must comply with the CCC Responsible Computer Use Policy as provided at Section 6.0 of the CCC Board Policies and Procedures for Management and Government.  A copy of the policy is conveniently located at http://ccc.edu/departments/Documents/BoardPolicies2010-2011.pdf.  Should a new version of the policy be published, it may be found by navigating to the Board Policies and Procedures link off of the CCC Board of Trustees page located at http://ccc.edu/departments/Pages/Board-of-Trustees.aspx.",90,"Jaws, ZoomText",57.79 Mbps,68.74 Mbps,no,,,"Free wi-fi, great signal strength",Free,Student parking lot,"CTA, buses drop off at front entrance",unlimited,TBD,There is a computer lab in Room 1212. There are also public computers in the Library on the 2nd Floor.,"Push button doors, ramps, and restrooms","Daley College, on Chicago’s southwest side, boasts 100 computers available for public use. There are computers in the library on the second floor and in the computer lab in Room 1212. The schedule for the Fall and Spring Semesters is: Monday - Thursday 6:00 p.m. - 10:00 p.m., Friday 9:00 a.m. - 5:00 p.m., Saturday 9:00 a.m. - 2:00 p.m. Summer Semester: Friday 8 a.m. - 4:00 p.m., Saturday 9:00 a.m. - 2:00 p.m.","Willa Morgan, Cleveland Thompson","wmorgan1@ccc.edu, cthompson@ccc.edu",,,pcc-richard-j-daley-189,Digital Literacy Training,"City Colleges, in partnership with TEC Services, provide training in Digital Literacy, Microsoft Office and other topics. TEC Services, Inc. offers organized group classes taught by qualified trainers. Classes at Daley are held in room 1212.",,,,,,,41.7947794,-87.6550016
190,yes,missing location of computers and contact info,roden-library-6083-n-northwest-highway,1070,Roden Library,Chicago Public Library,"6083 N. Northwest Highway Chicago, IL 60631",6083 N. Northwest Highway,Chicago,IL,60631,(312) 744-1478,"M: 10AM-6PM; TU, TH: 12PM-8PM; W: 10AM-6PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/roden/,0,1,1,0,,,,,,,,,,,,# 68 Northwest Highway CTA Bus,,,,,Carl B. Roden Branch was the twenty-fifth branch of the Chicago Public Library. This branch has computers available for public use.,Ulo Ormiste,uormiste@chipublib.org,,,pcc-roden-190,,,,,,,,,41.8621376,-87.6928013
191,yes,missing location of computers and contact info,rogers-park-library-6907-n-clark-street,1071,Rogers Park Library,Chicago Public Library,"6907 N. Clark Street Chicago, IL 60626",6907 N. Clark Street,Chicago,IL,60626,(312) 744-0156,"M: 12PM-8PM; TU, TH: 10AM-6PM; W: 12PM-8PM; F, SA: 9AM-5PM; SU: Closed",http://www.chipublib.org/branch/details/library/rogers-park/,0,1,1,1,,,,,,,,,,,,"# 22 Clark CTA Bus, # 96 Lunt CTA Bus, 
Red Line CTA Train-Morse Ave. Stop, Metra Union Pacific-North Line-Rogers Park Stop",,,,,"Rogers Park Branch was established in 1894 on Clark Street by the Rogers Park Women's Club, whose members donated books and served as volunteer librarians.  This location has computers available for public use.",Ulo Ormiste,uormiste@chipublib.org,,,pcc-rogers-park-191,,,,,,,,,41.7302138,-87.549561
